train_data_size,val_data_size,random_seed,representation,train_acc,val_acc,test_acc,num_epochs,batch_size
0.1,0.1,13,binary,0.5381944179534912,0.41129031777381897,0.5189393758773804,0,32
0.1,0.1,13,n_bins,0.5694444179534912,0.3266128897666931,0.4015151560306549,0,32
0.1,0.1,42,binary,0.6554232835769653,0.44999998807907104,0.6363636255264282,0,32
0.1,0.1,42,n_bins,0.7145061492919922,0.42837077379226685,0.5189393758773804,0,32
0.1,0.1,93,binary,0.6103395223617554,0.4325842559337616,0.5530303120613098,0,32
0.1,0.1,93,n_bins,0.604629635810852,0.39403972029685974,0.49242424964904785,0,32
0.2,0.1,13,binary,0.5745370388031006,0.4503311216831207,0.6060606241226196,0,32
0.2,0.1,13,n_bins,0.5800926089286804,0.43543046712875366,0.5037878751754761,0,32
0.2,0.1,42,binary,0.6400462985038757,0.5060483813285828,0.7007575631141663,0,32
0.2,0.1,42,n_bins,0.7569444179534912,0.49172186851501465,0.564393937587738,0,32
0.2,0.1,93,binary,0.5804398059844971,0.5423387289047241,0.5984848737716675,0,32
0.2,0.1,93,n_bins,0.6763888597488403,0.5066224932670593,0.6401515007019043,0,32
0.3,0.1,13,binary,0.8099647164344788,0.6248462200164795,0.6325757503509521,0,32
0.3,0.1,13,n_bins,0.6628086566925049,0.49593496322631836,0.5568181872367859,0,32
0.3,0.1,42,binary,0.7570546865463257,0.569495677947998,0.6818181872367859,0,32
0.3,0.1,42,n_bins,0.7095679044723511,0.49916526675224304,0.5946969985961914,0,32
0.3,0.1,93,binary,0.710185170173645,0.5943238735198975,0.6363636255264282,0,32
0.3,0.1,93,n_bins,0.7608024477958679,0.5934844017028809,0.6666666865348816,0,32
0.4,0.1,13,binary,0.752204179763794,0.6622516512870789,0.6704545617103577,0,32
0.4,0.1,13,n_bins,0.6899651885032654,0.5201612710952759,0.5681818127632141,0,32
0.4,0.1,42,binary,0.7414926290512085,0.6376404762268066,0.6666666865348816,0,32
0.4,0.1,42,n_bins,0.8859629034996033,0.7054196000099182,0.7310606241226196,0,32
0.4,0.1,93,binary,0.7696055769920349,0.5910596251487732,0.685606062412262,0,32
0.4,0.1,93,n_bins,0.7881670594215393,0.6158940196037292,0.6628788113594055,0,32
0.5,0.1,13,binary,0.8348793983459473,0.7008426785469055,0.7424242496490479,0,32
0.5,0.1,13,n_bins,0.6908627152442932,0.5665322542190552,0.625,0,32
0.5,0.1,42,binary,0.6825138926506042,0.6431451439857483,0.685606062412262,0,32
0.5,0.1,42,n_bins,0.7130488753318787,0.5541236996650696,0.689393937587738,0,32
0.5,0.1,93,binary,0.8005566000938416,0.7235099077224731,0.7462121248245239,0,32
0.5,0.1,93,n_bins,0.8930890560150146,0.7521551847457886,0.7613636255264282,0,32
0.6,0.1,13,binary,0.7538639903068542,0.6930894255638123,0.6931818127632141,0,32
0.6,0.1,13,n_bins,0.7420788407325745,0.6544715166091919,0.7045454382896423,0,32
0.6,0.1,42,binary,0.8531684875488281,0.6469864845275879,0.8068181872367859,0,32
0.6,0.1,42,n_bins,0.86431884765625,0.6826568245887756,0.7613636255264282,0,32
0.6,0.1,93,binary,0.8846599459648132,0.7434782385826111,0.7727272510528564,0,32
0.6,0.1,93,n_bins,0.895479142665863,0.780434787273407,0.7310606241226196,0,32
0.7,0.1,13,binary,0.8794997930526733,0.7817073464393616,0.7840909361839294,0,32
0.7,0.1,13,n_bins,0.8398541212081909,0.7233145833015442,0.7613636255264282,0,32
0.7,0.1,42,binary,0.8038461804389954,0.7201986908912659,0.7992424368858337,0,32
0.7,0.1,42,n_bins,0.90546715259552,0.7596524953842163,0.8181818127632141,0,32
0.7,0.1,93,binary,0.8481432199478149,0.7102649211883545,0.810606062412262,0,32
0.7,0.1,93,n_bins,0.8530504107475281,0.6754966974258423,0.7840909361839294,0,32
0.8,0.1,13,binary,0.859396755695343,0.7168874144554138,0.7803030014038086,0,32
0.8,0.1,13,n_bins,0.8676665425300598,0.6792683005332947,0.7613636255264282,0,32
0.8,0.1,42,binary,0.8184455037117004,0.7298387289047241,0.8181818127632141,0,32
0.8,0.1,42,n_bins,0.7882830500602722,0.6592742204666138,0.6931818127632141,0,32
0.8,0.1,93,binary,0.8390951156616211,0.7566224932670593,0.7992424368858337,0,32
0.8,0.1,93,n_bins,0.8513147830963135,0.7191011309623718,0.7083333134651184,0,32
0.9,0.1,13,binary,0.8510309457778931,0.726210355758667,0.8371211886405945,0,32
0.9,0.1,13,n_bins,0.8292526006698608,0.7154471278190613,0.8181818127632141,0,32
0.9,0.1,42,binary,0.8403779864311218,0.7478753328323364,0.7954545617103577,0,32
0.9,0.1,42,n_bins,0.7797680497169495,0.6910569071769714,0.8257575631141663,0,32
0.9,0.1,93,binary,0.8595876097679138,0.734557569026947,0.8181818127632141,0,32
0.9,0.1,93,n_bins,0.8525773286819458,0.7256097793579102,0.8446969985961914,0,32
