train_data_size,val_data_size,random_seed,representation,train_acc,val_acc,test_acc,num_epochs,batch_size
0.9,0.1,13,binary,0.8510309457778931,0.726210355758667,0.8371211886405945,0,32
0.9,0.1,42,binary,0.8403779864311218,0.7478753328323364,0.7954545617103577,0,32
0.9,0.1,44,binary,0.7696906924247742,0.6894824504852295,0.7424242496490479,0,32
0.9,0.1,45,binary,0.8892489075660706,0.7773677706718445,0.810606062412262,0,32
0.9,0.1,59,binary,0.8846096992492676,0.7835178375244141,0.8257575631141663,0,32
0.9,0.1,6,binary,0.8237113356590271,0.7357723712921143,0.8484848737716675,0,32
0.9,0.1,93,binary,0.8595876097679138,0.734557569026947,0.8181818127632141,0,32
0.9,0.1,96,binary,0.8940077424049377,0.8391304612159729,0.8522727489471436,0,32
0.9,0.1,98,binary,0.9024300575256348,0.8265682458877563,0.9053030014038086,0,32
0.9,0.1,13,n_bins,0.8292526006698608,0.7154471278190613,0.8181818127632141,0,32
0.9,0.1,42,n_bins,0.7797680497169495,0.6910569071769714,0.8257575631141663,0,32
0.9,0.1,44,n_bins,0.7551546096801758,0.607723593711853,0.6780303120613098,0,32
0.9,0.1,45,n_bins,0.8963273167610168,0.698913037776947,0.8257575631141663,0,32
0.9,0.1,59,n_bins,0.5675257444381714,0.477337121963501,0.6969696879386902,0,32
0.9,0.1,6,n_bins,0.7229896783828735,0.6577629446983337,0.7992424368858337,0,32
0.9,0.1,93,n_bins,0.8525773286819458,0.7256097793579102,0.8446969985961914,0,32
0.9,0.1,96,n_bins,0.8375257849693298,0.7378965020179749,0.8295454382896423,0,32
0.9,0.1,98,n_bins,0.9095360636711121,0.8260869383811951,0.8712121248245239,0,32
