dvs128_cnn_01_to_09_batch32_3seeds.csv
0.1,0.1,13,binary,0.6145833134651184,0.39919355511665344,0.5303030014038086,9,8
0.1,0.1,13,n_bins,0.6215277910232544,0.3870967626571655,0.4583333432674408,9,8
0.1,0.1,13,spike_count,0.7523148059844971,0.5286144614219666,0.5909090638160706,13,8
0.1,0.1,13,timesurface,0.5555555820465088,0.453125,0.5378788113594055,9,8
0.1,0.1,13,time_window,0.8159722089767456,0.6034091114997864,0.6515151262283325,17,8
0.1,0.1,42,binary,0.625,0.4817880690097809,0.5378788113594055,11,8
0.1,0.1,42,n_bins,0.6095678806304932,0.41237112879753113,0.49242424964904785,7,8
0.1,0.1,42,spike_count,0.720678985118866,0.5677710771560669,0.6060606241226196,13,8
0.1,0.1,42,timesurface,0.6238425970077515,0.4665178656578064,0.5795454382896423,9,8
0.1,0.1,42,time_window,0.6412037014961243,0.46875,0.6287878751754761,9,8
0.1,0.1,93,binary,0.7256944179534912,0.5141128897666931,0.5681818127632141,9,8
0.1,0.1,93,n_bins,0.6782407164573669,0.4516128897666931,0.5189393758773804,9,8
0.1,0.1,93,spike_count,0.7194444537162781,0.5251798629760742,0.6212121248245239,11,8
0.1,0.1,93,timesurface,0.7490741014480591,0.5719424486160278,0.6553030014038086,11,8
0.1,0.1,93,time_window,0.6678240895271301,0.5379464030265808,0.6136363744735718,9,8
0.2,0.1,13,binary,0.7490741014480591,0.554635763168335,0.5681818127632141,11,8
0.2,0.1,13,n_bins,0.6741898059844971,0.5141128897666931,0.5113636255264282,9,8
0.2,0.1,13,spike_count,0.760185182094574,0.7356114983558655,0.7613636255264282,11,8
0.2,0.1,13,timesurface,0.7349537014961243,0.7183734774589539,0.75,13,8
0.2,0.1,13,time_window,0.7534722089767456,0.7213855385780334,0.7234848737716675,13,8
0.2,0.1,42,binary,0.7300925850868225,0.5711920261383057,0.6704545617103577,11,8
0.2,0.1,42,n_bins,0.7847222089767456,0.5564516186714172,0.5984848737716675,9,8
0.2,0.1,42,spike_count,0.7274305820465088,0.671875,0.7272727489471436,9,8
0.2,0.1,42,timesurface,0.7546296119689941,0.6618704795837402,0.7462121248245239,11,8
0.2,0.1,42,time_window,0.8314043283462524,0.7213855385780334,0.7840909361839294,13,8
0.2,0.1,93,binary,0.6898148059844971,0.5544354915618896,0.5795454382896423,9,8
0.2,0.1,93,n_bins,0.6983024477958679,0.5025773048400879,0.5946969985961914,7,8
0.2,0.1,93,spike_count,0.854938268661499,0.7153614163398743,0.7613636255264282,13,8
0.2,0.1,93,timesurface,0.8352623581886292,0.6897590160369873,0.7575757503509521,13,8
0.2,0.1,93,time_window,0.8175926208496094,0.7032374143600464,0.7159090638160706,11,8
0.3,0.1,13,binary,0.7627314925193787,0.5934959053993225,0.6628788113594055,9,8
0.3,0.1,13,n_bins,0.7160493731498718,0.5376623272895813,0.5681818127632141,7,8
0.3,0.1,13,spike_count,0.8773148059844971,0.8623853325843811,0.8030303120613098,17,8
0.3,0.1,13,timesurface,0.8447971940040588,0.843137264251709,0.810606062412262,15,8
0.3,0.1,13,time_window,0.8256173133850098,0.8348457217216492,0.7575757503509521,11,8
0.3,0.1,42,binary,0.7214506268501282,0.5264227390289307,0.6931818127632141,9,8
0.3,0.1,42,n_bins,0.7515432238578796,0.48831167817115784,0.6022727489471436,7,8
0.3,0.1,42,spike_count,0.7638888955116272,0.7342342138290405,0.7954545617103577,9,8
0.3,0.1,42,timesurface,0.8009259104728699,0.7259528040885925,0.7689393758773804,11,8
0.3,0.1,42,time_window,0.8562242984771729,0.781154990196228,0.7954545617103577,13,8
0.3,0.1,93,binary,0.7830246686935425,0.629382312297821,0.689393937587738,11,8
0.3,0.1,93,n_bins,0.8155864477157593,0.5934959053993225,0.6818181872367859,9,8
0.3,0.1,93,spike_count,0.8441358208656311,0.7840290665626526,0.810606062412262,11,8
0.3,0.1,93,timesurface,0.8601465821266174,0.7844036817550659,0.8068181872367859,17,8
0.3,0.1,93,time_window,0.8469650149345398,0.7857142686843872,0.7954545617103577,13,8
0.4,0.1,13,binary,0.8578886389732361,0.6769663095474243,0.7348484992980957,13,8
0.4,0.1,13,n_bins,0.7865429520606995,0.5947580933570862,0.6098484992980957,9,8
0.4,0.1,13,spike_count,0.8346867561340332,0.765625,0.7727272510528564,9,8
0.4,0.1,13,timesurface,0.8660921454429626,0.7914507985115051,0.8181818127632141,15,8
0.4,0.1,13,time_window,0.8027842044830322,0.734375,0.7386363744735718,9,8
0.4,0.1,42,binary,0.8122583031654358,0.6348314881324768,0.5984848737716675,13,8
0.4,0.1,42,n_bins,0.8567285537719727,0.6811797618865967,0.6818181872367859,13,8
0.4,0.1,42,spike_count,0.8783559799194336,0.8419688940048218,0.7575757503509521,15,8
0.4,0.1,42,timesurface,0.8655742406845093,0.8170454502105713,0.7765151262283325,17,8
0.4,0.1,42,time_window,0.8972489237785339,0.8445596098899841,0.8068181872367859,15,8
0.4,0.1,93,binary,0.8193155527114868,0.6431451439857483,0.7651515007019043,9,8
0.4,0.1,93,n_bins,0.8763341307640076,0.6721854209899902,0.7386363744735718,11,8
0.4,0.1,93,spike_count,0.8297563791275024,0.8035714030265808,0.8068181872367859,9,8
0.4,0.1,93,timesurface,0.8970417380332947,0.8443182110786438,0.8030303120613098,17,8
0.4,0.1,93,time_window,0.8181554675102234,0.8013392686843872,0.7840909361839294,9,8
0.5,0.1,13,binary,0.8508349061012268,0.7069536447525024,0.6325757503509521,11,8
0.5,0.1,13,n_bins,0.8149350881576538,0.6552419066429138,0.7121211886405945,9,8
0.5,0.1,13,spike_count,0.8640074133872986,0.8381295204162598,0.8030303120613098,11,8
0.5,0.1,13,timesurface,0.881106972694397,0.8343373537063599,0.8484848737716675,13,8
0.5,0.1,13,time_window,0.8944032192230225,0.8539156913757324,0.8219696879386902,13,8
0.5,0.1,42,binary,0.7852504849433899,0.6028226017951965,0.7310606241226196,9,8
0.5,0.1,42,n_bins,0.779916524887085,0.5705645084381104,0.6742424368858337,9,8
0.5,0.1,42,spike_count,0.8167903423309326,0.75,0.7878788113594055,9,8
0.5,0.1,42,timesurface,0.8332560062408447,0.7566964030265808,0.7916666865348816,9,8
0.5,0.1,42,time_window,0.8358070254325867,0.7433035969734192,0.8181818127632141,9,8
0.5,0.1,93,binary,0.7730364799499512,0.5438144207000732,0.689393937587738,7,8
0.5,0.1,93,n_bins,0.8871985077857971,0.6639072895050049,0.7575757503509521,11,8
0.5,0.1,93,spike_count,0.844851553440094,0.7946428656578064,0.7840909361839294,9,8
0.5,0.1,93,timesurface,0.8283858895301819,0.8035714030265808,0.8219696879386902,9,8
0.5,0.1,93,time_window,0.8814162015914917,0.8388554453849792,0.8522727489471436,13,8
0.6,0.1,13,binary,0.9106866717338562,0.7478474974632263,0.7840909361839294,15,8
0.6,0.1,13,n_bins,0.8880988955497742,0.7028380632400513,0.7878788113594055,11,8
0.6,0.1,13,spike_count,0.9099690914154053,0.8328267335891724,0.8219696879386902,13,8
0.6,0.1,13,timesurface,0.8982483148574829,0.8389057517051697,0.8333333134651184,13,8
0.6,0.1,13,time_window,0.8935084939002991,0.8294010758399963,0.8484848737716675,11,8
0.6,0.1,42,binary,0.807380199432373,0.6565040946006775,0.7196969985961914,9,8
0.6,0.1,42,n_bins,0.8106645941734314,0.6415584683418274,0.7007575631141663,7,8
0.6,0.1,42,spike_count,0.8857547640800476,0.869300901889801,0.8333333134651184,13,8
0.6,0.1,42,timesurface,0.8924523591995239,0.8632218837738037,0.8598484992980957,13,8
0.6,0.1,42,time_window,0.9124806523323059,0.853210985660553,0.8219696879386902,17,8
0.6,0.1,93,binary,0.8689335584640503,0.7562604546546936,0.8181818127632141,11,8
0.6,0.1,93,n_bins,0.8589644432067871,0.7093495726585388,0.7651515007019043,9,8
0.6,0.1,93,spike_count,0.9314142465591431,0.9059633016586304,0.8787878751754761,17,8
0.6,0.1,93,timesurface,0.9015971422195435,0.8860182166099548,0.8674242496490479,13,8
0.6,0.1,93,time_window,0.9132258892059326,0.8470588326454163,0.8598484992980957,15,8
0.7,0.1,13,binary,0.8593059182167053,0.7401685118675232,0.7840909361839294,13,8
0.7,0.1,13,n_bins,0.8783819675445557,0.7268211841583252,0.7878788113594055,11,8
0.7,0.1,13,spike_count,0.903580904006958,0.8812949657440186,0.8712121248245239,11,8
0.7,0.1,13,timesurface,0.9039566516876221,0.8539156913757324,0.8560606241226196,13,8
0.7,0.1,13,time_window,0.9205349087715149,0.8614457845687866,0.8901515007019043,13,8
0.7,0.1,42,binary,0.9373342394828796,0.8548951148986816,0.8560606241226196,21,8
0.7,0.1,42,n_bins,0.8977674841880798,0.807584285736084,0.8409090638160706,13,8
0.7,0.1,42,spike_count,0.8843501210212708,0.8992805480957031,0.8787878751754761,11,8
0.7,0.1,42,timesurface,0.8569297194480896,0.8861607313156128,0.8560606241226196,9,8
0.7,0.1,42,time_window,0.8690318465232849,0.8794642686843872,0.7916666865348816,9,8
0.7,0.1,93,binary,0.8706896305084229,0.7847682237625122,0.8446969985961914,11,8
0.7,0.1,93,n_bins,0.8778182864189148,0.7762096524238586,0.8446969985961914,9,8
0.7,0.1,93,spike_count,0.9189876317977905,0.8509036302566528,0.8712121248245239,13,8
0.7,0.1,93,timesurface,0.9318633675575256,0.8886363506317139,0.8674242496490479,17,8
0.7,0.1,93,time_window,0.930560827255249,0.8756476640701294,0.8522727489471436,15,8
0.8,0.1,13,binary,0.9151198863983154,0.8047752976417542,0.8863636255264282,13,8
0.8,0.1,13,n_bins,0.9080626368522644,0.8033707737922668,0.8560606241226196,13,8
0.8,0.1,13,spike_count,0.887906014919281,0.8370535969734192,0.8560606241226196,9,8
0.8,0.1,13,timesurface,0.9020688533782959,0.8554216623306274,0.8295454382896423,13,8
0.8,0.1,13,time_window,0.9039443135261536,0.8327338099479675,0.8257575631141663,11,8
0.8,0.1,42,binary,0.9169704914093018,0.8292682766914368,0.8333333134651184,15,8
0.8,0.1,42,n_bins,0.9074826240539551,0.7808988690376282,0.8219696879386902,13,8
0.8,0.1,42,spike_count,0.8826856017112732,0.8526785969734192,0.8446969985961914,9,8
0.8,0.1,42,timesurface,0.8652842044830322,0.875,0.8712121248245239,9,8
0.8,0.1,42,time_window,0.9270798563957214,0.8898963928222656,0.8939393758773804,15,8
0.8,0.1,93,binary,0.86049884557724,0.7318548560142517,0.8446969985961914,9,8
0.8,0.1,93,binary,0.8903712034225464,0.7798013091087341,0.8636363744735718,11,8
0.8,0.1,93,n_bins,0.9127610325813293,0.7649006843566895,0.8522727489471436,11,8
0.8,0.1,93,spike_count,0.8900812268257141,0.8705357313156128,0.9090909361839294,9,8
0.8,0.1,93,timesurface,0.8983758687973022,0.8705036044120789,0.8636363744735718,11,8
0.8,0.1,93,time_window,0.9031322598457336,0.8776978254318237,0.8522727489471436,11,8
0.9,0.1,13,binary,0.8780927658081055,0.7418699264526367,0.8939393758773804,9,8
0.9,0.1,13,n_bins,0.8821649551391602,0.7529215216636658,0.8598484992980957,11,8
0.9,0.1,13,spike_count,0.9351251721382141,0.9137254953384399,0.9053030014038086,15,8
0.9,0.1,13,timesurface,0.9268777370452881,0.8993464112281799,0.8712121248245239,15,8
0.9,0.1,13,time_window,0.9274914264678955,0.8966565132141113,0.8598484992980957,13,8
0.9,0.1,42,binary,0.9042096138000488,0.8300283551216125,0.810606062412262,13,8
0.9,0.1,42,n_bins,0.8871133923530579,0.7947154641151428,0.8598484992980957,9,8
0.9,0.1,42,spike_count,0.9320324063301086,0.9176470637321472,0.9090909361839294,15,8
0.9,0.1,42,timesurface,0.9231958985328674,0.93313068151474,0.8939393758773804,13,8
0.9,0.1,42,time_window,0.9351988434791565,0.9202614426612854,0.8712121248245239,15,8
0.9,0.1,93,binary,0.9205326437950134,0.7832860946655273,0.8371211886405945,13,8
0.9,0.1,93,n_bins,0.8678694367408752,0.7116883397102356,0.814393937587738,7,8
0.9,0.1,93,spike_count,0.9189003705978394,0.914893627166748,0.8863636255264282,13,8
0.9,0.1,93,timesurface,0.8916237354278564,0.8896396160125732,0.8825757503509521,9,8
0.9,0.1,93,time_window,0.8854381442070007,0.8941441178321838,0.9015151262283325,9,8
